"","MRCA","MaxAge","MinAge","taxonA","taxonB","reference","mrca_node_number","mrca_node_name"
"1","01d676b60a441333fd87f0a163f6aa0c",26.1280567441861,26.1280567441861,"Peucedramus_taeniatus","Cardinalis_sinuatus","Hooper, Daniel M., Trevor D. Price. 2017. Chromosomal inversion differences correlate with range overlap in passerine birds. Nature Ecology & Evolution 1 (10): 1526-1534",253,"n253"
"640","f9ad8e209cca8557e6f12d7896c47a31",33.0162353179487,33.0162353179487,"Peucedramus_taeniatus","Calcarius_pictus","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",253,"n253"
"261","350b699ded720df8bf20e7e68cf04012",33.4598599913793,33.4598599913793,"Chlorophonia_occipitalis","Peucedramus_taeniatus","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",253,"n253"
"836","539b4d92e63f9e32d8ef6ee63e07fb02",33.4598630974359,33.4598630974359,"Calcarius_pictus","Peucedramus_taeniatus","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",253,"n253"
"45","c76f6cb9688e971350faa438a012baef",33.6144087860465,33.6144087860465,"Peucedramus_taeniatus","Phaeothlypis_fulvicauda","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",253,"n253"
"44","94d85c1a806e4d79a2ddfdf37e514fb9",34.9391702824074,34.9391702824074,"Urocynchramus_pylzowi","Peucedramus_taeniatus","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",253,"n253"
"260","f05362def4948cf78190cce4a873554e",35.0999999914286,35.0999999914286,"Urocynchramus_pylzowi","Peucedramus_taeniatus","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",253,"n253"
"835","1e60d6a89b6b1f447bb7e6af92dd2c20",42.3068185969388,42.3068185969388,"Peucedramus_taeniatus","Urocynchramus_pylzowi","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",253,"n253"
"639","1e60d6a89b6b1f447bb7e6af92dd2c20",43.0587563214286,43.0587563214286,"Urocynchramus_pylzowi","Peucedramus_taeniatus","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",253,"n253"
"679","b5cf288e4494851fc7cb043316f3c451",12.395335,12.395335,"Rowettia_goughensis","Chlorophonia_occipitalis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",255,"n255"
"878","3552c2c642d97747a981a7a7ec6dec37",12.48515,12.48515,"Rowettia_goughensis","Chlorophonia_occipitalis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",255,"n255"
"437","5e4df7625e122541c2c2ea4570d9bc80",16.057334,16.057334,"Schoeniclus_spodocephala","Serinus_canaria","Gibb, Gillian C., Ryan England, Gerrit Hartig, P.A. (Trish) McLenachan, Briar L. Taylor Smith, Bennet J. McComish, Alan Cooper, David Penny. 2015. New Zealand passerines help clarify the diversification of major songbird lineages during the Oligocene. Genome Biology and Evolution 7 (11): 2983-2995.",255,"n255"
"1085","f707ac0a8d0ca0444501f7b94c185423",19.26560752345,19.26560752345,"Carpodacus_puniceus","Emberiza_stewarti","Price, Trevor D., Daniel M. Hooper, Caitlyn D. Buchanan, Ulf S. Johansson, D. Thomas Tietze, Per Alström, Urban Olsson, Mousumi Ghosh-Harihar, Farah Ishtiaq, Sandeep K. Gupta, Jochen Martens, Bettina Harr, Pratap Singh, Dhananjai Mohan. 2014. Niche filling slows the diversification of Himalayan songbirds. Nature 509: 222-225.",255,"n255"
"2","41bbfe26ea1604d85926c664ab43d792",20.1983174977778,20.1983174977778,"Cardinalis_sinuatus","Fringilla_montifringilla","Hooper, Daniel M., Trevor D. Price. 2017. Chromosomal inversion differences correlate with range overlap in passerine birds. Nature Ecology & Evolution 1 (10): 1526-1534",255,"n255"
"1084","7f6b72d0c671241dea9b87080a254213",20.43652851,20.43652851,"Emberiza_fucata","Fringilla_montifringilla","Price, Trevor D., Daniel M. Hooper, Caitlyn D. Buchanan, Ulf S. Johansson, D. Thomas Tietze, Per Alström, Urban Olsson, Mousumi Ghosh-Harihar, Farah Ishtiaq, Sandeep K. Gupta, Jochen Martens, Bettina Harr, Pratap Singh, Dhananjai Mohan. 2014. Niche filling slows the diversification of Himalayan songbirds. Nature 509: 222-225.",255,"n255"
"541","ecd4f488bc25125f9e83bc8fc52d1e36",20.9297192526316,20.9297192526316,"Calcarius_mccownii","Oreomystis_bairdi","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",255,"n255"
"443","ecd4f488bc25125f9e83bc8fc52d1e36",20.9984847684211,20.9984847684211,"Phaeothlypis_fulvicauda","Oreomystis_bairdi","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",255,"n255"
"1031","723f7d6f525ed63f6a146d590f910e70",20.9999974355,20.9999974355,"Cyanerpes_cyaneus","Chlorophonia_flavirostris","Barker, F. K., K. J. Burns, J. Klicka, S. M. Lanyon, I. J. Lovette. 2013. Going to extremes: contrasting rates of diversification in a recent radiation of New World passerine birds. Systematic Biology 62 (2): 298-320.",255,"n255"
"435","e8460667253df19d194895f4c5045bba",21.7097835,21.7097835,"Fringilla_montifringilla","Emberiza_schoeniclus","Claramunt, Santiago, Joel Cracraft. 2015. A new time tree reveals Earth historys imprint on the evolution of modern birds. Science Advances 1 (11): e1501005-e1501005",255,"n255"
"54","8c24ff6edf18e7deb18f1412f31b14ed",21.7488643818182,21.7488643818182,"Chlorophonia_flavirostris","Plectrophenax_hyperboreus","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",255,"n255"
"271","d35d59f76e3cb09b2244546115235a8e",22,22,"Emberiza_schoeniclus","Euphonia_musica","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",255,"n255"
"52","d3a69c276ec37edfced38858255d110b",22.3757279104561,22.3757279104561,"Chlorophonia_flavirostris","Buarremon_virenticeps","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",255,"n255"
"50","f800ba26f9222ac7ff2c095ffc947005",22.6468433519663,22.6468433519663,"Euphonia_musica","Buarremon_virenticeps","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",255,"n255"
"641","86e629fba605d6841ce0358eab934279",24.4853496309624,24.4853496309624,"Fringilla_montifringilla","Calcarius_pictus","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",255,"n255"
"264","b5d49c284dd90052e3fdac33366883b2",24.7999999817073,24.7999999817073,"Fringilla_coelebs","Phaeothlypis_fulvicauda","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",255,"n255"
"262","5b32cde87b652d825de50ad871d375bb",24.799999982353,24.799999982353,"Phaeothlypis_fulvicauda","Chlorophonia_occipitalis","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",255,"n255"
"46","040efce7b83507aa342719fc662cbd46",24.8145811952381,24.8145811952381,"Phaeothlypis_fulvicauda","Fringilla_coelebs","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",255,"n255"
"837","a2c1a2146cc006ae797044d58108544a",26.0094552239342,26.0094552239342,"Fringilla_montifringilla","Calcarius_pictus","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",255,"n255"
"1033","2f8b38c9869f0332aa0b8d4ba99ab6d5",13.8503283174,13.8503283174,"Cyanerpes_cyaneus","Melophus_lathami","Barker, F. K., K. J. Burns, J. Klicka, S. M. Lanyon, I. J. Lovette. 2013. Going to extremes: contrasting rates of diversification in a recent radiation of New World passerine birds. Systematic Biology 62 (2): 298-320.",256,"n256"
"445","b95e64b0d1c1c18cbd07805cffe38a00",14.3336515330189,14.3336515330189,"Phaeothlypis_fulvicauda","Calcarius_mccownii","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",256,"n256"
"547","bedb5596c060ad23859088b118c7e139",15.2874815279255,15.2874815279255,"Phaeothlypis_fulvicauda","Orthogonys_chloricterus","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",256,"n256"
"1118","0b5dacdb86f607b80ffd0e311f0e679c",15.7294316121,15.7294316121,"Emberiza_stewarti","Passerina_cyanea","Price, Trevor D., Daniel M. Hooper, Caitlyn D. Buchanan, Ulf S. Johansson, D. Thomas Tietze, Per Alström, Urban Olsson, Mousumi Ghosh-Harihar, Farah Ishtiaq, Sandeep K. Gupta, Jochen Martens, Bettina Harr, Pratap Singh, Dhananjai Mohan. 2014. Niche filling slows the diversification of Himalayan songbirds. Nature 509: 222-225.",256,"n256"
"545","65e1c62e035a111b4b97850e2dda28b6",16.2984854946524,16.2984854946524,"Orthogonys_chloricterus","Melophus_lathami","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",256,"n256"
"3","c5c03c1d6ca04c622f6db9ddd6e5fc9e",16.9499602619048,16.9499602619048,"Peucaea_botterii","Cardinalis_sinuatus","Hooper, Daniel M., Trevor D. Price. 2017. Chromosomal inversion differences correlate with range overlap in passerine birds. Nature Ecology & Evolution 1 (10): 1526-1534",256,"n256"
"543","b95e64b0d1c1c18cbd07805cffe38a00",17.5198903473783,17.5198903473783,"Calcarius_mccownii","Melophus_lathami","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",256,"n256"
"436","b26646cdd6e2795e808dfd3241e26ca5",17.849318,17.849318,"Calcarius_lapponicus","Emberiza_schoeniclus","Claramunt, Santiago, Joel Cracraft. 2015. A new time tree reveals Earth historys imprint on the evolution of modern birds. Science Advances 1 (11): e1501005-e1501005",256,"n256"
"647","d99ccc4285badad9e809be2861a7471d",19.3019765586623,19.3019765586623,"Phaeothlypis_fulvicauda","Tersina_viridis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",256,"n256"
"843","cf58a5c01c8b8a42421077b963e0ff65",21.5140877023026,21.5140877023026,"Tersina_viridis","Phaeothlypis_fulvicauda","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",256,"n256"
"273","723ab634bc310c68f08ac69995c96cdf",22,22,"Plectrophenax_hyperboreus","Emberiza_schoeniclus","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",256,"n256"
"838","a726e5de798f4a671e51d69d96d4794a",22.9119953178295,22.9119953178295,"Phaeothlypis_fulvicauda","Calcarius_pictus","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",256,"n256"
"447","a33f4494e363423bd2010331a134f8bd",13.825429391844,13.825429391844,"Calcarius_mccownii","Parkerthraustes_humeralis","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",257,"n257"
"1032","b18a523c05410f4de489de67b0336e03",14.3384040343,14.3384040343,"Cyanerpes_cyaneus","Plectrophenax_nivalis","Barker, F. K., K. J. Burns, J. Klicka, S. M. Lanyon, I. J. Lovette. 2013. Going to extremes: contrasting rates of diversification in a recent radiation of New World passerine birds. Systematic Biology 62 (2): 298-320.",257,"n257"
"58","5e34a632bf6fe8c2400e7a20efe22e98",20.8746748673469,20.8746748673469,"Plectrophenax_hyperboreus","Parkerthraustes_humeralis","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",257,"n257"
"642","60fc824ee12cf26f66c6a6e6c7d233ea",21.5228706007752,21.5228706007752,"Calcarius_pictus","Tersina_viridis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",257,"n257"
"275","0bc240e1321df317e3ac4f0fcbdad0a7",22,22,"Pheucticus_aureoventris","Plectrophenax_hyperboreus","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",257,"n257"
"553","d8f22c89351c0b7bbcd4d78c4e07b541",12.777180673913,12.777180673913,"Pheucticus_ludovicianus","Parkerthraustes_humeralis","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",258,"n258"
"1034","70118c252b21281de057708c94538dca",12.9942327288,12.9942327288,"Cyanerpes_cyaneus","Passerina_caerulea","Barker, F. K., K. J. Burns, J. Klicka, S. M. Lanyon, I. J. Lovette. 2013. Going to extremes: contrasting rates of diversification in a recent radiation of New World passerine birds. Systematic Biology 62 (2): 298-320.",258,"n258"
"451","6cfe4e494034aaca2663602fd2a63c4e",13.0241186141304,13.0241186141304,"Orthogonys_chloricterus","Parkerthraustes_humeralis","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",258,"n258"
"7","ce718d08d1d1831f9871a1d8b089007e",14.9711462,14.9711462,"Platyspiza_crassirostris","Cardinalis_sinuatus","Hooper, Daniel M., Trevor D. Price. 2017. Chromosomal inversion differences correlate with range overlap in passerine birds. Nature Ecology & Evolution 1 (10): 1526-1534",258,"n258"
"650","7a1544c3bb342e7a9b10516dcc53bafd",15.9383853618881,15.9383853618881,"Cardinalis_sinuatus","Tersina_viridis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",258,"n258"
"847","f35c7f589369c5c301192002688f3de0",19.7085845961539,19.7085845961539,"Cardinalis_sinuatus","Tersina_viridis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",258,"n258"
"277","ad40111d5d9e13f224efa61260bcce24",19.70859,19.70859,"Porphyrospiza_caerulescens","Pheucticus_aureoventris","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",258,"n258"
"60","353b9bd74743b9662319aa4284cc0fe4",19.7128367575251,19.7128367575251,"Pheucticus_tibialis","Parkerthraustes_humeralis","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",258,"n258"
"1058","b7bf55c5cfe7e052e57d9b59f259fc65",44.295860316,44.295860316,"Platyspiza_crassirostris","Passerina_ciris","Burns, Kevin J., Allison J. Shultz, Pascal O. Title, Nicholas A. Mason, F. Keith Barker, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2014. Phylogenetics and diversification of tanagers (Passeriformes: Thraupidae), the largest radiation of Neotropical songbirds. Molecular Phylogenetics and Evolution 75: 41-77.",258,"n258"
"710","6081f8213a862401b989d832e20ebefd",9.17712750000001,9.17712750000001,"Embernagra_platensis","Porphyrospiza_caerulescens","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",259,"n259"
"905","90d03cc0f5b94f3fd1a3cedaef401978",10.2602935,10.2602935,"Embernagra_platensis","Porphyrospiza_caerulescens","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",259,"n259"
"453","b8a6a46c7737a8154bb60756bff52d1b",11.6676580357143,11.6676580357143,"Parkerthraustes_humeralis","Rowettia_goughensis","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",259,"n259"
"1035","c6fad64d96e9d2f07fe9ae6db0948434",11.7029912288,11.7029912288,"Cyanerpes_cyaneus","Parkerthraustes_humeralis","Barker, F. K., K. J. Burns, J. Klicka, S. M. Lanyon, I. J. Lovette. 2013. Going to extremes: contrasting rates of diversification in a recent radiation of New World passerine birds. Systematic Biology 62 (2): 298-320.",259,"n259"
"678","cd7e63da6346ca5c0f4a4799685211b3",11.94995125,11.94995125,"Parkerthraustes_humeralis","Melopyrrha_nigra","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",259,"n259"
"877","af1c8aadd5587bc4c0739bfe16bbf591",12.036538,12.036538,"Parkerthraustes_humeralis","Melopyrrha_nigra","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",259,"n259"
"555","84059ff6f1e003b8d43671a1ae47853f",12.1303811309524,12.1303811309524,"Parkerthraustes_humeralis","Rowettia_goughensis","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",259,"n259"
"675","7c50e9853c881f392c4dd0ae3cab8040",13.0365171666667,13.0365171666667,"Parkerthraustes_humeralis","Rowettia_goughensis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",259,"n259"
"875","7b496e19b87caa50922a927cbf602e35",13.1309773333333,13.1309773333333,"Parkerthraustes_humeralis","Rowettia_goughensis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",259,"n259"
"657","2ec4127cbf605d81ebabf0165ceb62ce",13.4714222333333,13.4714222333333,"Parkerthraustes_humeralis","Tersina_viridis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",259,"n259"
"848","5e7579cac21271c31e1d77c78949b30f",13.5690345416667,13.5690345416667,"Parkerthraustes_humeralis","Tersina_viridis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",259,"n259"
"13","24c8b5dce1239149b1c4cb3ea7796932",13.725361,13.725361,"Platyspiza_crassirostris","Porphyrospiza_caerulescens","Hooper, Daniel M., Trevor D. Price. 2017. Chromosomal inversion differences correlate with range overlap in passerine birds. Nature Ecology & Evolution 1 (10): 1526-1534",259,"n259"
"61","ad91c43d86350c59d2f84d623c63927d",16.8285592083333,16.8285592083333,"Parkerthraustes_humeralis","Tersina_viridis","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",259,"n259"
"279","21b61c2f46ebff91fecfcb2807a4b90e",19.70859,19.70859,"Tersina_viridis","Porphyrospiza_caerulescens","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",259,"n259"
"1059","c9b8d29ea9af1a24736aeae839690f16",42.3492072942,42.3492072942,"Porphyrospiza_caerulescens","Platyspiza_crassirostris","Burns, Kevin J., Allison J. Shultz, Pascal O. Title, Nicholas A. Mason, F. Keith Barker, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2014. Phylogenetics and diversification of tanagers (Passeriformes: Thraupidae), the largest radiation of Neotropical songbirds. Molecular Phylogenetics and Evolution 75: 41-77.",259,"n259"
"1036","d3696bff02024d4c5cdf3ec882798abb",11.30746447,11.30746447,"Cyanerpes_cyaneus","Rowettia_goughensis","Barker, F. K., K. J. Burns, J. Klicka, S. M. Lanyon, I. J. Lovette. 2013. Going to extremes: contrasting rates of diversification in a recent radiation of New World passerine birds. Systematic Biology 62 (2): 298-320.",260,"n260"
"459","1e45f3fc130609614864af0b1e26d9d5",11.52186525,11.52186525,"Rowettia_goughensis","Tersina_viridis","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",260,"n260"
"557","cd10fa229982ba39011422e15aba18c2",11.9991534,11.9991534,"Rowettia_goughensis","Tersina_viridis","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",260,"n260"
"97","a223409059a0d73751aed42cc07530d9",12.803331,12.803331,"Platyspiza_crassirostris","Rowettia_goughensis","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",260,"n260"
"311","cdb584bf16f0bbdae2f7d5af034c7024",13.13094,13.13094,"Platyspiza_crassirostris","Rowettia_goughensis","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",260,"n260"
"281","e8221af11dc9b35b4f09492ed15691c0",13.568996,13.568996,"Rowettia_goughensis","Tersina_viridis","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",260,"n260"
"71","77037b747ffbfebc8a6ed955d6f46232",13.7135732380953,13.7135732380953,"Rowettia_goughensis","Tersina_viridis","Hedges, S. Blair, Julie Marin, Michael Suleski, Madeline Paymer, Sudhir Kumar. 2015. Tree of life reveals clock-like speciation and diversification. Molecular Biology and Evolution 32 (4): 835-845",260,"n260"
"1060","6ab42266f6a3d167fc9e3a16c6099f80",41.415444347,41.415444347,"Rowettia_goughensis","Platyspiza_crassirostris","Burns, Kevin J., Allison J. Shultz, Pascal O. Title, Nicholas A. Mason, F. Keith Barker, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2014. Phylogenetics and diversification of tanagers (Passeriformes: Thraupidae), the largest radiation of Neotropical songbirds. Molecular Phylogenetics and Evolution 75: 41-77.",260,"n260"
"674","24a4c9f6870cd1953726cbb29656a272",10.3847702666667,10.3847702666667,"Hemispingus_rufosuperciliaris","Tersina_viridis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",261,"n261"
"460","591b82f3d73169da2bf10af0441af029",11.0467304,11.0467304,"Tersina_viridis","Melopyrrha_nigra","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",261,"n261"
"1037","b5f719c6eb0f27202b62e0d04174b614",11.1502880282,11.1502880282,"Cyanerpes_cyaneus","Hemispingus_atropileus","Barker, F. K., K. J. Burns, J. Klicka, S. M. Lanyon, I. J. Lovette. 2013. Going to extremes: contrasting rates of diversification in a recent radiation of New World passerine birds. Systematic Biology 62 (2): 298-320.",261,"n261"
"558","60d599d5f7f17410830c01e8a64dc5c7",11.5387415333333,11.5387415333333,"Tersina_viridis","Melopyrrha_nigra","Barker, F. Keith, Kevin J. Burns, John Klicka, Scott M. Lanyon, Irby J. Lovette. 2015. New insights into New World biogeography: An integrated view from the phylogeny of blackbirds, cardinals, sparrows, tanagers, warblers, and allies. The Auk 132 (2): 333-348.",261,"n261"
"874","71852e4759475f088efce4a0db0a9257",11.6104737,11.6104737,"Hemispingus_rufosuperciliaris","Tersina_viridis","Jetz, W., G. H. Thomas, J. B. Joy, K. Hartmann, A. O. Mooers. 2012. The global diversity of birds in space and time. Nature 491 (7424): 444-448",261,"n261"
